Age,Gender,NPS,ChurnLabel,PurchaseFrequency,PurchaseValue,SubscriptionPlan,WebsitePageViews,WebsiteTimeSpent,EngagementMetricsLogins,EngagementMetricsFrequency,FeedbackRating,MarketingCommunicationNoOfEmails,MarketingCommunicationOpenClickDiff,MarketingCommunicationSentOpenDiff,ServiceInteractions_Call,ServiceInteractions_Email,ServiceInteractions_Chat,PaymentHistoryNoOfLatePayments,ClickstreamData_Click,ClickstreamData_Add to Cart,ClickstreamData_Search,SubscriptionDuration,FirstInteractionDate,LastInteractionDate,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment
33,1,7,0,32,3843.1800000000003,2,59,70,27,2,1,7,145.0,726.0,4,6,4,5,7,8,3,633,2019-02-11,2022-11-03,57,864,3843.1800000000003,3,5,4,12,Loyal
38,1,0,0,5,148.32,11,95,82,2,2,3,6,97.0,32.0,1,0,2,7,10,13,11,679,2019-05-11,2021-07-16,532,10,148.32,1,1,1,3,Lost
50,0,3,0,17,1308.61,3,44,46,11,2,5,10,191.0,412.0,2,5,6,6,7,10,4,713,2019-04-21,2022-12-30,0,187,1308.61,5,2,2,9,At_Risk
51,1,1,1,51,5711.66,17,98,9,2,1,3,10,90.0,167.0,1,1,1,25,1,4,3,243,2020-06-10,2022-07-07,176,102,5711.66,2,1,5,8,At_Risk
23,1,1,1,22,1614.77,19,88,35,7,1,2,9,568.0,562.0,21,16,19,77,7,7,4,21,2019-02-01,2022-12-16,14,154,1614.77,5,2,2,9,At_Risk
19,1,3,1,28,2085.21,5,27,24,2,1,4,4,526.0,373.0,7,6,4,63,10,15,2,225,2019-02-21,2022-10-12,79,56,2085.21,3,1,2,6,At_Risk
56,0,0,1,33,3057.1,12,57,35,5,2,4,2,91.0,63.0,21,19,13,102,1,2,2,630,2019-01-09,2022-11-06,54,165,3057.1,3,2,3,8,At_Risk
45,0,4,0,27,4155.56,19,95,95,3,0,1,2,333.0,91.0,6,7,6,11,15,10,10,127,2019-03-06,2022-12-16,14,81,4155.56,5,1,4,10,Loyal
27,0,0,1,37,5741.36,12,73,33,13,1,1,5,834.0,311.0,3,1,4,73,4,2,4,26,2019-01-04,2022-11-18,42,481,5741.36,4,4,5,13,Loyal
62,1,3,1,4,82.52,1,14,4,25,1,5,4,12.0,904.0,6,8,6,32,9,5,8,2,2019-01-15,2022-12-22,8,100,82.52,5,1,1,7,At_Risk
24,1,8,0,12,1398.49,10,29,35,29,1,3,9,47.0,901.0,1,1,0,9,13,15,18,913,2019-05-01,2021-05-01,608,348,1398.49,1,3,2,6,At_Risk
49,1,1,1,3,314.11,2,21,23,18,2,5,7,94.0,113.0,13,18,13,53,6,5,7,106,2019-01-19,2022-11-29,31,54,314.11,4,1,1,6,At_Risk
19,1,8,0,64,4553.86,10,5,89,29,1,4,1,449.0,183.0,6,6,5,6,9,3,10,407,2019-06-14,2022-12-13,17,1856,4553.86,5,5,5,15,Premium
19,0,0,1,8,705.1,10,63,27,21,2,2,7,141.0,1115.0,5,2,2,53,2,11,13,1080,2019-01-31,2021-08-30,487,168,705.1,1,2,1,4,Lost
35,1,1,1,46,3542.86,2,46,18,24,2,5,10,8.0,155.0,17,12,18,51,10,6,9,1270,2019-04-15,2022-12-29,1,1104,3542.86,5,5,4,14,Premium
62,0,7,0,58,4258.22,4,83,22,25,2,2,10,540.0,24.0,3,6,3,4,16,21,11,241,2019-05-12,2022-01-22,342,1450,4258.22,1,5,4,10,Loyal
49,0,6,0,11,833.19,19,35,34,24,2,3,4,91.0,1047.0,2,4,4,2,8,4,21,116,2019-05-27,2022-05-30,214,264,833.19,1,3,1,5,Lost
65,1,2,1,61,3832.91,17,49,22,19,0,1,8,604.0,227.0,19,16,20,38,6,11,11,1404,2019-01-21,2022-10-26,65,1159,3832.91,3,5,4,12,Loyal
36,0,0,1,50,2988.0,16,56,24,19,2,3,5,514.0,397.0,8,6,8,73,4,2,2,44,2019-02-28,2022-12-10,20,950,2988.0,4,5,3,12,Loyal
56,0,2,1,23,2603.61,18,12,23,29,2,3,7,353.0,859.0,1,2,1,50,2,1,1,387,2019-11-13,2022-11-26,34,667,2603.61,4,4,3,11,Loyal
34,1,3,1,26,1981.1,19,6,24,13,2,1,2,32.0,976.0,14,18,20,58,4,4,5,389,2019-02-14,2022-12-09,21,338,1981.1,4,3,2,9,At_Risk
36,1,0,1,30,2806.85,3,38,15,25,0,2,3,21.0,96.0,3,2,0,71,20,12,12,18,2019-10-24,2021-12-13,382,750,2806.85,1,4,3,8,At_Risk
49,1,9,0,19,3375.99,15,28,82,25,2,1,9,524.0,26.0,3,5,1,7,12,17,13,400,2020-02-27,2022-11-03,57,475,3375.99,3,4,4,11,Loyal
42,1,1,1,63,4730.36,14,38,33,4,1,2,2,39.0,505.0,6,6,7,80,9,12,13,900,2019-04-02,2022-08-22,130,252,4730.36,2,2,5,9,At_Risk
19,1,5,0,37,4743.96,6,62,33,3,2,4,3,181.0,706.0,1,0,3,7,2,4,4,83,2019-03-23,2021-04-25,614,111,4743.96,1,2,5,8,At_Risk
20,0,1,0,23,1712.17,16,30,16,8,2,2,3,5.0,153.0,5,4,3,6,5,3,3,364,2019-06-15,2022-06-06,207,184,1712.17,1,2,2,5,Lost
62,1,7,0,9,372.93,4,74,81,19,1,2,8,1059.0,31.0,3,3,3,7,1,1,2,76,2019-05-23,2022-11-21,39,171,372.93,4,2,1,7,At_Risk
38,0,0,1,75,5633.4800000000005,5,67,27,7,2,3,1,213.0,164.0,7,10,17,53,11,13,17,421,2019-03-18,2022-12-25,5,525,5633.4800000000005,5,4,5,14,Premium
31,0,0,0,13,1781.37,11,5,27,6,1,2,1,79.0,192.0,4,2,9,13,4,6,10,56,2019-01-11,2022-12-10,20,78,1781.37,4,1,2,7,At_Risk
34,0,4,0,28,2153.35,4,33,3,13,0,4,3,21.0,804.0,3,1,2,12,19,10,4,1196,2020-04-24,2022-09-18,103,364,2153.35,2,3,2,7,At_Risk
60,0,0,0,13,1636.41,0,86,16,29,2,2,4,21.0,449.0,4,6,4,10,9,11,16,45,2019-01-24,2022-11-10,50,377,1636.41,3,3,2,8,At_Risk
27,1,2,0,15,1542.77,9,39,19,6,1,4,10,40.0,209.0,4,3,3,8,0,0,1,319,2019-04-29,2022-08-30,122,90,1542.77,2,1,2,5,Lost
19,1,1,1,49,5502.01,19,77,1,21,1,3,7,112.0,954.0,17,8,14,66,11,18,13,110,2019-01-19,2022-12-27,3,1029,5502.01,5,5,5,15,Premium
61,0,3,0,48,7023.25,8,12,58,29,0,2,1,71.0,66.0,5,7,7,12,12,15,10,218,2019-02-14,2022-12-27,3,1392,7023.25,5,5,5,15,Premium
28,1,0,1,13,1483.03,13,56,10,16,2,3,5,142.0,32.0,8,7,10,55,3,11,1,59,2019-01-04,2022-10-09,82,208,1483.03,3,2,2,7,At_Risk
59,0,1,1,1,508.63,10,3,11,17,0,5,3,17.0,10.0,17,13,10,98,9,6,10,535,2019-01-07,2022-12-14,16,17,508.63,5,1,1,7,At_Risk
22,0,2,1,49,5866.9800000000005,18,48,19,20,0,3,5,649.0,221.0,23,19,9,70,8,3,3,69,2019-04-25,2022-11-30,30,980,5866.9800000000005,4,5,5,14,Premium
40,0,0,1,13,1754.99,9,73,1,21,0,3,10,531.0,249.0,9,6,7,80,1,1,3,1197,2019-10-02,2022-12-29,1,273,1754.99,5,3,2,10,Loyal
20,1,5,0,24,3761.8,0,51,48,1,2,2,5,60.0,375.0,3,1,7,1,14,7,16,521,2019-01-15,2021-11-03,422,24,3761.8,1,1,4,6,At_Risk
48,1,0,1,29,2554.9900000000002,2,21,6,6,2,5,6,371.0,213.0,12,15,12,32,9,19,13,150,2019-02-09,2022-10-29,62,174,2554.9900000000002,3,2,3,8,At_Risk
54,1,3,0,59,5945.04,6,66,1,6,1,4,8,375.0,216.0,3,3,12,10,10,13,14,424,2019-01-17,2022-06-21,192,354,5945.04,2,3,5,10,Loyal
54,0,2,1,32,1867.53,16,18,27,18,2,3,9,32.0,511.0,3,9,4,91,4,7,5,69,2019-06-22,2022-12-18,12,576,1867.53,5,4,2,11,Loyal
65,0,4,0,1,629.79,4,34,83,17,0,3,2,285.0,384.0,8,2,6,4,9,16,16,210,2019-05-22,2022-05-16,228,17,629.79,1,1,1,3,Lost
39,0,2,0,21,2421.12,1,28,32,2,0,5,8,25.0,273.0,3,1,0,4,6,7,6,518,2019-11-25,2022-09-05,116,42,2421.12,2,1,3,6,At_Risk
51,0,0,0,48,3926.69,13,100,48,8,2,5,2,34.0,1.0,2,2,2,10,9,17,15,11,2019-01-12,2022-04-18,256,384,3926.69,1,3,4,8,At_Risk
35,0,3,0,59,4130.86,18,45,36,10,0,2,8,19.0,49.0,4,5,5,0,3,7,2,31,2019-02-07,2022-12-03,27,590,4130.86,4,4,4,12,Loyal
23,0,3,0,23,2233.59,19,23,34,27,2,5,10,146.0,280.0,3,1,5,8,15,13,13,84,2019-01-14,2022-12-22,8,621,2233.59,5,4,3,12,Loyal
35,1,4,0,35,3098.7,1,75,82,25,1,3,8,14.0,412.0,3,4,5,5,10,18,17,117,2019-06-20,2022-12-08,22,875,3098.7,4,5,3,12,Loyal
18,1,1,1,59,5300.599999999999,0,99,32,8,0,2,2,608.0,449.0,6,6,5,40,0,0,1,528,2019-01-24,2022-10-13,78,472,5300.599999999999,3,3,5,11,Loyal
33,0,2,1,24,1593.49,19,80,16,30,2,3,4,215.0,211.0,9,5,12,41,5,2,4,4,2019-03-05,2022-10-21,70,720,1593.49,3,4,2,9,At_Risk
26,1,1,1,10,1092.74,0,79,34,26,0,5,6,26.0,1317.0,6,6,4,51,10,9,19,580,2019-04-28,2022-10-31,60,260,1092.74,3,3,1,7,At_Risk
38,1,5,0,45,2616.45,6,21,36,1,2,3,10,0.0,58.0,1,0,0,7,8,16,13,349,2020-04-21,2020-04-21,983,45,2616.45,1,1,3,5,Lost
54,0,1,1,13,1367.31,6,53,2,10,2,5,3,262.0,84.0,6,13,8,89,7,3,5,154,2019-02-21,2022-07-18,165,130,1367.31,2,2,2,6,At_Risk
66,1,1,0,68,5539.68,1,9,64,7,0,2,2,32.0,85.0,3,4,2,4,7,6,5,287,2019-05-22,2022-04-19,255,476,5539.68,1,4,5,10,Loyal
69,0,1,1,37,3679.81,0,22,12,23,0,2,7,189.0,1107.0,3,6,3,40,7,6,8,638,2019-01-21,2022-10-15,76,851,3679.81,3,5,4,12,Loyal
36,1,9,0,15,1164.45,19,29,21,16,1,1,9,196.0,160.0,3,5,5,5,14,15,11,25,2019-03-24,2022-12-21,9,240,1164.45,5,2,2,9,At_Risk
48,1,5,1,5,815.11,16,51,83,30,1,1,4,154.0,1260.0,4,7,5,4,9,8,7,51,2019-04-25,2022-10-19,72,150,815.11,3,2,1,6,At_Risk
55,0,5,0,17,1102.38,12,80,53,6,0,3,10,136.0,914.0,8,2,3,3,2,2,3,354,2019-03-30,2022-11-09,51,102,1102.38,3,1,1,5,Lost
34,0,2,1,16,3237.7799999999997,4,83,4,6,2,1,1,784.0,501.0,11,10,8,80,8,4,8,715,2019-02-08,2022-11-11,49,96,3237.7799999999997,3,1,4,8,At_Risk
47,0,5,0,38,3434.19,5,8,55,11,2,4,6,40.0,211.0,7,3,7,5,12,18,12,527,2019-06-23,2022-12-02,28,418,3434.19,4,3,4,11,Loyal
30,0,2,1,31,3398.85,6,14,4,7,1,1,10,45.0,236.0,19,20,14,32,16,7,8,285,2019-01-25,2022-11-09,51,217,3398.85,3,2,4,9,At_Risk
68,0,5,0,45,4101.78,8,49,69,19,1,5,5,30.0,66.0,1,0,0,6,21,14,9,918,2021-07-13,2021-07-13,535,855,4101.78,1,5,4,10,Loyal
43,0,1,1,48,4373.85,13,10,28,22,2,3,3,154.0,896.0,11,11,6,82,10,3,6,2,2019-06-23,2022-10-29,62,1056,4373.85,3,5,5,13,Loyal
64,1,4,0,6,1660.26,3,5,66,15,2,2,8,44.0,8.0,4,4,11,14,1,3,7,118,2019-03-06,2022-12-07,23,90,1660.26,4,1,2,7,At_Risk
58,0,2,1,31,2360.75,13,72,11,16,1,1,6,246.0,210.0,4,5,3,76,9,7,5,779,2019-02-16,2022-09-20,101,496,2360.75,2,4,3,9,At_Risk
35,0,3,1,17,1307.74,7,18,17,26,1,2,9,67.0,124.0,9,6,7,51,1,0,0,46,2019-05-15,2022-02-07,326,442,1307.74,1,3,2,6,At_Risk
18,1,4,0,7,786.5,18,72,30,12,0,3,9,162.0,40.0,5,4,6,7,1,2,1,786,2019-04-11,2022-10-12,79,84,786.5,3,1,1,5,Lost
44,0,0,0,31,3444.58,18,23,1,4,1,3,10,102.0,251.0,5,6,9,48,4,4,3,14,2019-01-24,2022-12-17,13,124,3444.58,5,2,4,11,Loyal
33,1,4,0,32,2124.31,1,49,27,1,1,3,5,146.0,703.0,2,0,0,6,11,14,15,13,2020-03-02,2020-04-09,995,32,2124.31,1,1,2,4,Lost
59,1,3,1,9,1501.14,9,94,29,7,1,1,1,762.0,190.0,5,6,13,75,8,3,4,82,2019-09-12,2022-12-17,13,63,1501.14,5,1,2,8,At_Risk
61,0,0,1,11,1038.41,6,95,33,25,2,2,9,136.0,535.0,18,24,16,54,6,3,4,14,2019-03-20,2022-11-23,37,275,1038.41,4,3,1,8,At_Risk
55,0,3,0,30,3113.94,8,25,14,19,0,2,9,275.0,252.0,3,4,8,7,8,11,14,144,2019-08-24,2022-11-15,45,570,3113.94,3,4,3,10,Loyal
66,1,1,1,46,3627.5,6,29,6,6,1,5,2,184.0,29.0,8,10,11,75,6,11,4,814,2019-04-04,2022-11-04,56,276,3627.5,3,3,4,10,Loyal
63,0,4,0,30,2512.83,11,87,63,6,2,2,1,0.0,189.0,4,3,6,11,17,13,20,1053,2019-02-12,2022-01-27,337,180,2512.83,1,2,3,6,At_Risk
63,0,2,0,47,3038.25,6,37,59,29,1,2,3,221.0,69.0,4,7,6,6,1,3,2,700,2019-01-04,2022-11-01,59,1363,3038.25,3,5,3,11,Loyal
58,0,7,0,42,2979.68,16,33,96,27,0,2,8,9.0,100.0,1,1,4,13,13,8,6,4,2019-01-08,2022-06-08,205,1134,2979.68,1,5,3,9,At_Risk
53,1,1,0,19,2322.0499999999997,1,21,101,12,1,4,4,1.0,154.0,3,4,5,10,3,2,4,280,2019-06-12,2022-02-11,322,228,2322.0499999999997,1,2,3,6,At_Risk
41,1,0,1,56,4213.76,7,66,5,2,0,3,3,264.0,918.0,3,3,6,104,1,4,8,820,2019-03-30,2022-09-18,103,112,4213.76,2,2,4,8,At_Risk
46,1,2,1,3,104.67,3,10,26,23,1,1,6,0.0,228.0,3,2,4,75,14,15,18,247,2019-05-11,2022-11-15,45,69,104.67,3,1,1,5,Lost
45,1,8,0,9,637.85,8,26,38,3,0,4,7,291.0,48.0,5,5,6,8,5,6,9,284,2019-02-05,2022-10-13,78,27,637.85,3,1,1,5,Lost
48,0,9,0,49,4641.83,12,10,32,1,1,4,5,77.0,868.0,5,5,6,8,15,20,13,45,2019-01-07,2022-11-14,46,49,4641.83,3,1,5,9,At_Risk
61,0,5,0,52,5392.92,9,69,63,15,0,3,1,26.0,45.0,0,0,2,1,20,12,17,359,2022-06-20,2022-09-23,98,780,5392.92,2,4,5,11,Loyal
65,1,7,0,9,1684.52,19,38,89,24,1,4,7,28.0,940.0,1,4,3,7,4,3,4,42,2019-03-04,2022-12-21,9,216,1684.52,5,2,2,9,At_Risk
26,0,8,0,15,1656.75,18,70,7,12,2,3,1,441.0,170.0,6,7,6,10,14,13,17,96,2019-01-18,2022-12-09,21,180,1656.75,4,2,2,8,At_Risk
32,0,1,1,40,3937.79,18,7,29,5,2,3,2,47.0,921.0,16,14,16,41,14,14,11,30,2019-01-12,2022-12-28,2,200,3937.79,5,2,4,11,Loyal
59,1,2,0,41,2156.32,7,32,32,19,0,2,8,265.0,16.0,4,3,1,13,5,5,4,8,2019-09-10,2022-04-23,251,779,2156.32,1,4,2,7,At_Risk
69,1,1,1,21,2564.19,8,15,19,4,2,5,8,256.0,414.0,8,7,8,80,9,6,6,116,2019-01-06,2022-11-26,34,84,2564.19,4,1,3,8,At_Risk
38,0,9,0,47,3024.34,10,21,81,20,1,5,10,16.0,221.0,5,3,5,6,15,8,13,261,2019-02-15,2022-08-13,139,940,3024.34,2,5,3,10,Loyal
37,0,3,0,26,3219.9,11,15,57,4,0,2,7,78.0,569.0,2,0,1,6,12,8,8,130,2019-12-04,2022-09-30,91,104,3219.9,3,1,4,8,At_Risk
35,0,4,0,3,712.37,3,7,48,22,1,3,2,1.0,562.0,0,1,1,8,4,13,9,584,2022-03-07,2022-04-02,272,66,712.37,1,1,1,3,Lost
57,1,6,0,35,4801.13,5,95,31,4,0,1,8,103.0,325.0,11,5,3,9,3,0,3,420,2019-02-03,2022-12-10,20,140,4801.13,4,2,5,11,Loyal
28,0,5,0,51,4491.18,3,93,38,9,2,1,9,563.0,476.0,9,7,3,8,0,1,0,622,2019-03-01,2022-08-29,123,459,4491.18,2,3,5,10,Loyal
30,1,0,1,12,100.52,3,82,14,28,2,2,2,334.0,52.0,9,13,4,49,0,2,1,61,2019-01-09,2022-12-20,10,336,100.52,5,3,1,9,At_Risk
45,0,2,1,29,1815.15,13,59,26,12,0,3,10,147.0,282.0,9,7,7,43,10,12,8,156,2019-03-12,2022-09-13,108,348,1815.15,2,3,2,7,At_Risk
18,1,0,0,4,1491.7,16,33,95,8,0,5,7,129.0,11.0,2,4,4,7,7,8,8,454,2019-05-12,2022-05-21,223,32,1491.7,1,1,2,4,Lost
68,0,2,0,7,816.76,14,39,73,25,1,3,2,1.0,101.0,4,6,8,5,21,11,16,57,2019-02-06,2022-09-05,116,175,816.76,2,2,1,5,Lost
33,0,6,0,30,2314.77,1,4,19,14,0,1,1,379.0,213.0,0,2,0,11,9,6,13,242,2020-07-18,2021-03-12,658,420,2314.77,1,3,3,7,At_Risk
47,0,3,1,15,2425.41,19,9,7,17,1,5,8,6.0,748.0,11,7,6,55,8,4,7,114,2019-01-06,2022-08-18,134,255,2425.41,2,2,3,7,At_Risk
40,1,3,1,30,6630.55,14,46,11,30,2,5,8,435.0,588.0,9,4,8,54,5,4,4,3,2019-03-11,2022-09-27,94,900,6630.55,2,5,5,12,Loyal
24,0,3,1,40,3087.18,4,50,27,4,0,5,2,234.0,60.0,10,7,9,89,7,6,6,276,2019-02-03,2022-12-05,25,160,3087.18,4,2,3,9,At_Risk
37,0,2,0,18,1485.41,18,9,35,22,0,4,9,41.0,886.0,3,3,4,7,5,2,1,762,2019-03-16,2022-10-28,63,396,1485.41,3,3,2,8,At_Risk
62,1,0,1,67,5094.85,18,58,8,20,2,3,2,67.0,469.0,8,20,13,66,12,18,19,157,2019-01-27,2022-12-22,8,1340,5094.85,5,5,5,15,Premium
36,0,1,0,47,5159.5,13,7,5,22,0,1,10,239.0,27.0,1,4,4,7,11,10,15,57,2019-03-08,2022-05-26,218,1034,5159.5,1,5,5,11,Loyal
64,1,8,0,55,4820.31,13,98,48,27,0,3,5,29.0,1198.0,5,3,7,8,1,0,1,15,2019-01-19,2022-11-22,38,1485,4820.31,4,5,5,14,Premium
38,1,2,1,6,230.65,1,79,18,10,0,3,6,7.0,1337.0,7,4,3,80,3,3,5,29,2019-01-07,2022-10-04,87,60,230.65,3,1,1,5,Lost
34,0,2,1,46,3000.47,3,38,4,13,1,1,8,32.0,96.0,1,0,2,50,9,9,9,192,2019-10-25,2022-11-12,48,598,3000.47,3,4,3,10,Loyal
57,0,9,0,17,2063.5099999999998,3,61,97,21,0,1,3,14.0,25.0,2,2,1,4,0,0,1,496,2019-09-02,2022-07-15,168,357,2063.5099999999998,2,3,2,7,At_Risk
42,1,8,0,46,3973.83,12,40,28,2,0,2,1,66.0,320.0,9,3,3,8,8,9,11,419,2019-01-03,2022-11-29,31,92,3973.83,4,1,4,9,At_Risk
63,0,6,0,42,6584.02,0,86,101,16,1,3,1,0.0,263.0,1,0,1,5,2,0,0,1,2021-11-21,2022-11-14,46,672,6584.02,3,4,5,12,Loyal
20,1,4,0,65,4080.17,18,11,95,15,0,3,4,387.0,122.0,5,6,6,7,13,15,13,1380,2019-01-01,2022-08-04,148,975,4080.17,2,5,4,11,Loyal
65,1,1,1,54,4565.79,5,16,20,30,2,1,6,23.0,345.0,0,3,1,69,10,12,15,16,2019-05-25,2021-10-10,446,1620,4565.79,1,5,5,11,Loyal
35,1,3,1,9,2116.33,15,86,20,26,2,5,9,4.0,122.0,4,0,1,92,1,6,2,80,2019-02-28,2021-07-21,527,234,2116.33,1,2,2,5,Lost
25,1,8,0,25,1314.62,13,23,46,22,0,1,10,132.0,187.0,7,6,3,8,2,2,1,433,2019-03-20,2022-09-20,101,550,1314.62,2,4,2,8,At_Risk
25,1,2,1,47,3087.17,5,16,13,28,1,1,9,238.0,347.0,16,22,20,51,7,5,7,26,2019-01-02,2022-12-16,14,1316,3087.17,5,5,3,13,Loyal
49,0,1,1,41,3456.24,1,46,34,3,0,4,10,17.0,60.0,0,0,2,19,2,0,2,22,2019-08-23,2021-07-22,526,123,3456.24,1,2,4,7,At_Risk
37,0,2,1,10,214.87,16,48,18,1,0,4,2,295.0,135.0,7,9,11,50,13,8,14,123,2019-01-22,2022-12-16,14,10,214.87,5,1,1,7,At_Risk
57,1,1,1,42,3067.41,3,66,5,18,0,1,7,54.0,1211.0,5,5,6,67,1,3,2,386,2019-01-29,2022-12-24,6,756,3067.41,5,4,3,12,Loyal
37,1,3,1,54,3726.35,1,66,33,4,2,3,3,8.0,1096.0,14,16,9,61,16,13,18,229,2019-02-21,2022-09-07,114,216,3726.35,2,2,4,8,At_Risk
36,0,6,0,8,900.06,7,52,42,16,0,3,4,53.0,229.0,3,1,4,11,15,10,16,477,2020-04-04,2022-11-29,31,128,900.06,4,2,1,7,At_Risk
46,1,6,0,32,2411.53,12,35,55,14,2,5,8,1083.0,248.0,1,4,3,6,9,11,12,739,2019-09-29,2022-12-30,0,448,2411.53,5,3,3,11,Loyal
54,0,8,0,44,3726.03,11,55,42,10,1,5,7,40.0,61.0,2,3,1,5,3,6,6,1277,2019-11-05,2022-10-28,63,440,3726.03,3,3,4,10,Loyal
46,0,2,1,47,3612.5099999999998,15,34,32,8,2,1,6,677.0,0.0,1,3,0,92,16,17,17,1001,2020-03-22,2022-11-17,43,376,3612.5099999999998,4,3,4,11,Loyal
28,1,2,1,25,2256.04,12,57,12,1,2,1,4,173.0,877.0,12,12,7,66,17,20,9,481,2019-01-02,2022-12-25,5,25,2256.04,5,1,3,9,At_Risk
31,0,3,1,44,3375.87,5,26,31,28,2,4,9,165.0,239.0,4,4,3,75,8,20,14,1188,2019-04-26,2022-10-22,69,1232,3375.87,3,5,4,12,Loyal
27,0,6,0,64,5008.84,7,97,73,24,2,2,5,318.0,50.0,5,4,3,1,11,13,17,200,2019-01-31,2022-11-22,38,1536,5008.84,4,5,5,14,Premium
65,0,6,0,25,1564.8899999999999,1,6,80,21,0,1,7,342.0,448.0,1,2,2,2,11,10,11,304,2020-08-29,2022-07-01,182,525,1564.8899999999999,2,4,2,8,At_Risk
39,0,3,1,10,572.89,4,14,31,16,1,2,10,83.0,870.0,11,8,14,92,16,13,15,465,2019-01-09,2022-11-17,43,160,572.89,4,2,1,7,At_Risk
47,0,0,0,17,1960.97,15,27,4,21,1,5,9,132.0,762.0,4,4,6,6,10,5,12,1288,2019-01-25,2022-07-04,179,357,1960.97,2,3,2,7,At_Risk
50,0,1,1,38,2712.57,18,80,18,13,0,3,7,2.0,256.0,15,10,7,93,2,4,6,12,2019-01-03,2022-10-18,73,494,2712.57,3,4,3,10,Loyal
22,0,0,1,53,4137.17,5,43,28,1,2,5,3,0.0,81.0,13,6,12,73,11,18,19,27,2019-01-12,2022-12-29,1,53,4137.17,5,1,4,10,Loyal
52,0,6,0,25,1974.5,4,52,70,16,0,3,8,95.0,42.0,3,3,4,1,2,1,1,179,2020-01-20,2022-12-03,27,400,1974.5,4,3,2,9,At_Risk
33,0,3,1,5,489.34,9,78,22,13,2,5,3,89.0,102.0,1,7,4,105,8,6,6,515,2019-01-05,2020-12-14,746,65,489.34,1,1,1,3,Lost
57,0,2,1,12,1801.03,19,39,11,20,1,1,10,643.0,58.0,21,20,15,60,6,9,6,340,2019-01-05,2022-11-19,41,240,1801.03,4,2,2,8,At_Risk
53,1,5,0,39,5155.360000000001,2,61,39,7,0,2,5,0.0,17.0,6,7,4,7,9,7,9,274,2019-02-20,2022-11-07,53,273,5155.360000000001,3,3,5,11,Loyal
48,0,3,1,21,1291.79,5,76,30,24,1,2,4,395.0,618.0,16,9,13,96,14,11,15,822,2019-01-28,2022-12-27,3,504,1291.79,5,4,2,11,Loyal
64,0,0,1,11,1719.97,15,11,33,13,0,3,3,354.0,229.0,9,14,10,93,15,13,7,264,2019-02-03,2022-12-25,5,143,1719.97,5,2,2,9,At_Risk
34,1,6,0,47,1465.4,7,35,78,4,0,2,5,260.0,548.0,6,4,5,7,8,5,22,830,2019-04-13,2022-10-16,75,188,1465.4,3,2,2,7,At_Risk
26,0,1,0,43,4203.41,9,61,55,18,2,2,10,53.0,496.0,4,2,9,7,9,11,14,168,2019-06-28,2022-08-20,132,774,4203.41,2,4,4,10,Loyal
60,1,0,1,18,2346.23,4,12,24,20,2,3,2,0.0,1259.0,5,9,5,67,23,13,14,89,2019-04-15,2022-12-25,5,360,2346.23,5,3,3,11,Loyal
35,1,3,1,69,3415.33,4,64,20,4,0,1,10,537.0,499.0,4,9,2,107,2,2,3,118,2019-01-13,2022-11-13,47,276,3415.33,3,3,4,10,Loyal
38,1,0,1,35,3597.2000000000003,13,51,22,1,2,3,3,29.0,392.0,5,1,2,102,4,5,2,88,2019-01-15,2022-05-23,221,35,3597.2000000000003,1,1,4,6,At_Risk
53,1,0,1,12,1068.27,16,33,11,27,0,5,4,369.0,202.0,15,17,26,83,10,16,13,425,2019-02-19,2022-12-25,5,324,1068.27,5,3,1,9,At_Risk
33,0,7,0,16,855.38,2,7,19,29,0,5,1,8.0,53.0,4,1,5,10,13,12,17,552,2019-03-26,2022-08-25,127,464,855.38,2,3,1,6,At_Risk
18,0,2,0,38,4237.36,7,79,19,9,0,2,2,27.0,17.0,18,17,13,35,12,12,18,314,2019-01-04,2022-12-20,10,342,4237.36,5,3,4,12,Loyal
59,0,7,0,37,3393.18,0,32,101,10,0,3,3,545.0,554.0,2,1,5,7,0,4,6,422,2019-01-05,2022-07-25,158,370,3393.18,2,3,4,9,At_Risk
64,1,9,0,2,282.99,14,19,63,18,0,1,4,172.0,295.0,2,2,1,7,5,12,9,346,2019-11-16,2022-06-12,201,36,282.99,2,1,1,4,Lost
41,0,2,1,19,707.81,15,17,12,22,2,1,7,59.0,516.0,6,6,5,47,3,3,2,21,2019-03-11,2022-09-13,108,418,707.81,2,3,1,6,At_Risk
67,1,1,0,25,2714.42,11,64,85,11,2,3,1,55.0,467.0,1,5,1,6,10,13,8,12,2020-09-04,2022-12-30,0,275,2714.42,5,3,3,11,Loyal
36,1,6,0,44,1486.08,16,79,45,19,2,3,2,3.0,68.0,0,1,1,8,17,10,11,473,2020-02-01,2021-06-15,563,836,1486.08,1,5,2,8,At_Risk
25,0,9,0,47,3146.56,11,10,69,2,2,2,10,527.0,838.0,2,0,1,4,2,2,3,274,2020-03-01,2021-10-28,428,94,3146.56,1,1,3,5,Lost
39,0,0,1,43,3576.0099999999998,11,60,34,15,0,4,5,47.0,66.0,2,2,3,62,4,6,2,173,2019-05-31,2022-12-07,23,645,3576.0099999999998,4,4,4,12,Loyal
66,1,2,0,59,4474.39,15,93,33,9,0,3,7,504.0,237.0,2,1,2,7,6,15,10,410,2019-06-07,2022-04-26,248,531,4474.39,1,4,5,10,Loyal
